chr	start	end	seq	strand	read_count	mapq	read_count_1	mapq_1	read_count_2	mapq_2	sample	experiment	launch_pad_location	genotype	insert	cell_line	replicate	sorted_gate	sample_type	pool_nr	CBS_motif_orientation
chr12	106456261	106456262	TA	+	1	24	0	-	1	24	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr13	21035961	21035962	TA	+	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr13	38626338	38626339	TA	+	1	40	0	-	1	40	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr13	55698715	55698716	TA	-	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr14	9224954	9224955	TA	-	1	30	0	-	1	30	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr2	121809233	121809234	TA	+	1	40	1	40	0	-	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr14	32527948	32527949	TA	+	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr14	32992798	32992799	TA	-	1	40	0	-	1	40	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr14	62794192	62794193	TA	+	1	42	1	42	0	-	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr14	63036753	63036754	TA	-	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr14	90093428	90093429	TA	+	1	16	0	-	1	16	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr14	98534177	98534178	GT	-	1	24	0	-	1	24	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr14	112544613	112544614	TA	+	1	24	0	-	1	24	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr15	62106983	62106984	TA	+	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr15	79834587	79834588	TA	+	1	23	0	-	1	23	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr15	91283689	91283690	TA	-	1	40	0	-	1	40	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr3	9805389	9805390	TA	-	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr15	92574252	92574253	TA	+	1	23	0	-	1	23	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr16	12062471	12062472	TA	+	1	23	0	-	1	23	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr16	15144621	15144622	TA	+	1	27	0	-	1	27	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr16	20436988	20436989	TA	-	1	24	0	-	1	24	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr16	28763851	28763852	TA	+	1	23	0	-	1	23	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr16	34535725	34535726	TA	+	1	40	0	-	1	40	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr16	44613710	44613711	TA	-	1	40	0	-	1	40	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr16	73190974	73190975	TA	+	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr17	22726707	22726708	TA	-	1	40	0	-	1	40	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr17	47593388	47593389	TA	-	1	24	0	-	1	24	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr3	34643961	34643962	TA	+	4	42	0	-	4	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr17	49840055	49840056	TA	+	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr17	60457246	60457247	TA	+	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr17	66411371	66411372	CA	-	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr18	26247727	26247728	TT	-	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr19	6030218	6030219	TA	-	1	24	0	-	1	24	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr19	10283031	10283032	TA	-	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chr19	28059414	28059415	TA	+	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr19	55456600	55456601	TA	+	1	40	0	-	1	40	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chrX	6548856	6548857	TA	-	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	FW
chrX	130322255	130322256	TA	+	1	42	0	-	1	42	MK02_P4_2	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	2	RV
chr1	10057824	10057825	GT	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr2	98813477	98813478	TA	+	1	11	0	-	1	11	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr2	129338234	129338235	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr3	9032309	9032310	TG	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr3	19043417	19043418	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr3	34582447	34582448	TA	+	6	41	0	-	6	41	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr3	34643961	34643962	TA	+	2	32	0	-	2	32	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr3	34643961	34643962	TA	+	536	42	195	42	341	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr3	34650026	34650027	TA	-	2	42	1	42	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr3	35605512	35605513	TA	+	1	42	1	42	0	-	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr3	123596887	123596888	TA	-	1	23	1	23	0	-	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr1	58566943	58566944	TA	+	1	23	0	-	1	23	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr3	130141882	130141883	TA	-	1	17	0	-	1	17	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr3	146686358	146686359	TA	+	1	40	0	-	1	40	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr4	19938121	19938122	TA	+	1	23	0	-	1	23	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr4	91949403	91949404	TA	+	1	40	0	-	1	40	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr4	104607691	104607692	TC	+	1	40	0	-	1	40	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr4	149915555	149915556	TA	+	1	11	0	-	1	11	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr5	10330097	10330098	GT	-	1	24	0	-	1	24	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr5	28454589	28454590	TA	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr5	48020964	48020965	TA	+	1	27	0	-	1	27	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr5	75046596	75046597	TT	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr1	102910248	102910249	TA	-	1	14	0	-	1	14	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr5	125651537	125651538	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr5	142851962	142851963	TA	+	1	23	0	-	1	23	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr6	5835802	5835803	TA	-	1	21	0	-	1	21	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr6	13943843	13943844	TA	+	1	14	0	-	1	14	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr6	60767033	60767034	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr6	87667333	87667334	TA	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr6	94476928	94476929	TA	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr7	29455073	29455074	TA	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr7	66162882	66162883	TA	-	1	23	0	-	1	23	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr7	98461117	98461118	TA	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr1	192831505	192831506	TA	-	1	23	0	-	1	23	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr7	141322269	141322270	TA	-	1	24	0	-	1	24	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr8	5638690	5638691	TA	+	1	11	1	11	0	-	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr8	54765761	54765762	TA	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr8	88277311	88277312	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr8	103892618	103892619	TA	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr8	121689128	121689129	TA	-	1	23	0	-	1	23	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr8	126427130	126427131	TA	+	1	23	0	-	1	23	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr9	36248024	36248025	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr9	80912069	80912070	TA	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr9	124054206	124054207	TA	+	1	40	0	-	1	40	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr1	193475172	193475173	TA	-	1	40	0	-	1	40	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr10	65881666	65881667	TA	-	1	42	1	42	0	-	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr10	80948402	80948403	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr10	82435711	82435712	TA	-	1	11	0	-	1	11	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr10	94346633	94346634	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr10	110058538	110058539	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr10	115689089	115689090	TA	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr11	3485092	3485093	TC	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr11	80553993	80553994	TA	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr11	105660669	105660670	TA	+	1	24	0	-	1	24	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr11	120908402	120908403	TA	+	1	40	0	-	1	40	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr2	25831778	25831779	TA	-	1	23	1	23	0	-	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr12	114034565	114034566	TA	-	1	23	1	23	0	-	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr13	9925730	9925731	TA	+	1	23	1	23	0	-	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr13	54259022	54259023	TA	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr13	71295053	71295054	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr13	93991203	93991204	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr13	96612947	96612948	TA	-	66	42	12	42	54	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr14	36790725	36790726	TA	+	1	23	0	-	1	23	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr14	60053264	60053265	TA	-	1	40	0	-	1	40	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr15	51945819	51945820	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr15	66508193	66508194	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr2	69309137	69309138	TA	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr15	83796824	83796825	AC	+	1	24	0	-	1	24	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr16	15758188	15758189	TA	+	1	40	0	-	1	40	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr16	92476661	92476662	TA	-	3	42	0	-	3	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr17	69561675	69561676	TA	-	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr18	14182184	14182185	GA	-	1	40	0	-	1	40	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr18	68696916	68696917	TA	-	1	17	0	-	1	17	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr19	10929951	10929952	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chrX	74342796	74342797	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr2	73620010	73620011	TA	+	1	42	0	-	1	42	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	RV
chr2	76553786	76553787	TA	-	1	24	0	-	1	24	MK02_P4_3	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	3	FW
chr1	117889165	117889166	TA	-	1	16	0	-	1	16	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr3	23038510	23038511	TA	+	1	15	0	-	1	15	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr3	24001197	24001198	TA	+	1	14	1	14	0	-	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr3	24425594	24425595	TC	+	1	40	0	-	1	40	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr3	33916480	33916481	TA	+	5	40	0	-	5	40	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr3	33922633	33922634	TA	-	3	42	0	-	3	42	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr3	34640591	34640592	TA	-	25	40	0	-	25	40	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr3	34643961	34643962	TA	+	10	41	0	-	10	41	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr3	34643961	34643962	TC	+	1	24	0	-	1	24	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr3	34643961	34643962	TA	+	383	42	142	42	241	42	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr3	34780289	34780290	TA	-	9	42	4	42	5	40	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr1	161511972	161511973	TA	-	1	40	0	-	1	40	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr3	40268167	40268168	TA	+	1	42	0	-	1	42	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr3	124616929	124616930	TG	+	1	42	0	-	1	42	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr4	50713713	50713714	GT	-	1	18	0	-	1	18	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr4	67311674	67311675	TA	-	1	22	0	-	1	22	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr4	86272769	86272770	TA	-	1	42	0	-	1	42	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr4	118282172	118282173	TA	+	1	23	1	23	0	-	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr4	122956411	122956412	TA	-	1	24	0	-	1	24	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr4	125363291	125363292	TA	-	1	23	0	-	1	23	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr4	132961898	132961899	TA	+	1	40	0	-	1	40	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr5	16028806	16028807	TA	+	1	40	0	-	1	40	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr2	11881358	11881359	TC	+	1	42	0	-	1	42	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr5	34052031	34052032	TA	-	1	40	1	40	0	-	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr5	112922155	112922156	TA	-	1	23	0	-	1	23	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr5	132443279	132443280	TA	+	1	42	0	-	1	42	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr6	25284665	25284666	TA	+	1	24	0	-	1	24	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr6	50427868	50427869	TA	+	1	42	0	-	1	42	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr6	122331750	122331751	TA	+	1	40	0	-	1	40	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
chr7	51303318	51303319	TA	-	1	42	0	-	1	42	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr7	61711660	61711661	TA	-	1	11	0	-	1	11	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	FW
chr7	89454569	89454570	TA	+	1	23	0	-	1	23	MK02_P4_4	E2285	-116 kb	WT	CBS3x_Rv_Sox2P	23_MK02_C2	rep1	P4	sorted pool	4	RV
